lineNo. #1 #3 #5 #7 #10 #50 #100 
2379 0 0 0 0 0 0 0 
2380 0 0 0 0 0 0 0 
2381 0 0 0 0 0 0 0 
2382 0 0 0 0 0 0 0 
2383 0 0 0 0 0 0 0 
2384 0 0 0 0 0 0 0 
2385 0 0 0 0 0 0 0 
2386 0 0 0 0 0 0 0 
2387 0 0 0 0 0 0 0 
2388 0 0 0 0 0 0 0 
2389 1 1 1 1 1 1 1 
2390 0 0 0 0 0 0 0 
2391 0 0 0 0 0 0 0 
2392 0 0 0 0 0 0 0 
2393 0 0 0 0 0 0 0 
2394 0 0 0 0 0 0 0 
2395 0 0 0 0 0 0 0 
2396 1 1 1 1 1 1 1 
2397 1 1 1 1 1 1 1 
2398 0 0 0 0 0 0 0 
2399 1 1 1 1 1 1 1 
2400 1 1 1 1 1 1 1 
2401 1 1 1 1 1 1 1 
2402 0 0 0 0 0 0 0 
2403 0 0 0 0 0 0 0 
2404 1 1 1 1 1 1 1 
2405 1 1 1 1 1 1 1 
2406 1 1 1 1 1 1 1 
2407 0 0 0 0 0 0 0 
2408 0 0 0 0 0 0 0 
2409 1 1 1 1 1 1 1 
2410 0 0 0 0 0 0 0 
2411 1 1 1 1 1 1 1 
2412 1 1 1 1 1 1 1 
2413 1 1 1 1 1 1 1 
2414 1 1 1 1 1 1 1 
2415 0 0 0 0 0 0 0 
2416 1 1 1 1 1 1 1 
2417 0 0 0 0 0 0 0 
2418 0 0 0 0 0 0 0 
2419 0 0 0 0 0 0 0 
2420 0 0 0 0 0 0 0 
2421 0 0 0 0 0 0 0 
2422 0 0 0 0 0 0 0 
2423 0 0 0 0 0 0 0 
2424 0 0 0 0 0 0 0 
2425 0 0 0 0 0 0 0 
2426 0 0 0 0 0 0 0 
2427 0 0 0 0 0 0 0 
2428 0 0 0 0 0 0 0 
2429 0 0 0 0 0 0 0 
2430 0 0 0 0 0 0 0 
2431 0 0 0 0 0 0 0 
2432 1 1 1 1 1 1 1 
2433 1 1 1 1 1 1 1 
2434 0 0 0 0 0 0 0 
2435 0 0 0 0 0 0 0 
2436 0 0 0 0 0 0 0 
2437 0 0 0 0 0 0 0 
2438 0 0 0 0 0 0 0 
2439 0 0 0 0 0 0 0 
2440 0 0 0 0 0 0 0 
2441 0 0 0 0 0 0 0 
2442 0 0 0 0 0 0 0 
2443 0 0 0 0 0 0 0 
2444 0 0 0 0 0 0 0 
2445 0 0 0 0 0 0 0 
2446 0 0 0 0 0 0 0 
2447 0 0 0 0 0 0 0 
2448 0 0 0 0 0 0 0 
2449 0 0 0 0 0 0 0 
2450 0 0 0 0 0 0 0 
2451 0 0 0 0 0 0 0 
2452 0 0 0 0 0 0 0 
2453 1 1 1 1 1 1 1 
2454 1 1 1 1 1 1 1 
2455 1 1 1 1 1 1 1 
2456 1 1 1 1 1 1 1 
2457 0 0 0 0 0 0 0 
2458 0 0 0 0 0 0 0 
2459 0 0 0 0 0 0 0 
2460 0 0 0 0 0 0 0 
2461 0 0 0 0 0 0 0 
2462 0 0 0 0 0 0 0 
2463 1 1 1 1 1 1 1 
2464 1 1 1 1 1 1 1 
2465 0 0 0 0 0 0 0 
2466 1 1 1 1 1 1 1 
2467 0 0 0 0 0 0 0 
2468 1 1 1 1 1 1 1 
2469 0 0 0 0 0 0 0 
2470 0 0 0 0 0 0 0 
2471 0 0 0 0 0 0 0 
2472 0 0 0 0 0 0 0 
2473 1 1 1 1 1 1 1 
2474 0 0 0 0 0 0 0 
2475 0 0 0 0 0 0 0 
2476 0 0 0 0 0 0 0 
2477 0 0 0 0 0 0 0 
2478 0 0 0 0 0 0 0 
2479 0 0 0 0 0 0 0 
2480 0 0 0 0 0 0 0 
2481 1 1 1 1 1 1 1 
2482 1 1 1 1 1 1 1 
2483 1 1 1 1 1 1 1 
2484 0 0 0 0 0 0 0 
2485 0 0 0 0 0 0 0 
2486 1 1 1 1 1 1 1 
2487 0 0 0 0 0 0 0 
2488 0 0 0 0 0 0 0 
2489 0 0 0 0 0 0 0 
2490 0 0 0 0 0 0 0 
2491 0 0 0 0 0 0 0 
2492 0 0 0 0 0 0 0 
2493 0 0 0 0 0 0 0 
2494 0 0 0 0 0 0 0 
2495 0 0 0 0 0 0 0 
2496 0 0 0 0 0 0 0 
2497 1 1 1 1 1 1 1 
2498 1 1 1 1 1 1 1 
2499 0 0 0 0 0 0 0 
2500 0 0 0 0 0 0 0 
2501 1 1 1 1 1 1 1 
2502 1 1 1 1 1 1 1 
2503 0 0 0 0 0 0 0 
2504 0 0 0 0 0 0 0 
2505 1 1 1 1 1 1 1 
2506 1 1 1 1 1 1 1 
2507 0 0 0 0 0 0 0 
2508 0 1 1 1 1 1 1 
2509 1 1 1 1 1 1 1 
2510 0 0 0 0 0 0 0 
2511 0 0 0 0 0 0 0 
2512 1 1 1 1 1 1 1 
2513 0 0 0 0 0 0 0 
2514 0 1 1 1 1 1 1 
2515 1 1 1 1 1 1 1 
2516 1 1 1 1 1 1 1 
2517 1 1 1 1 1 1 1 
2518 0 0 0 0 0 0 0 
2519 0 0 0 0 0 0 0 
2520 1 1 1 1 1 1 1 
2521 0 0 0 0 0 0 0 
2522 0 0 0 0 0 0 0 
2523 0 0 0 0 0 0 0 
2524 0 0 0 0 0 0 0 
2525 0 0 0 0 0 0 0 
2526 0 0 0 0 0 0 0 
2527 0 0 0 0 0 0 0 
2528 0 0 0 0 0 0 0 
2529 0 0 0 0 0 0 0 
2530 0 0 0 0 0 0 0 
2531 0 0 0 0 0 0 0 
2532 0 0 0 0 0 0 0 
2533 0 0 0 0 0 0 0 
2534 1 1 1 1 1 1 1 
2535 1 1 1 1 1 1 1 
2536 0 0 0 0 0 0 0 
2537 0 0 0 0 0 0 0 
